date,state,positive,negative,totalTestResults,death
2020-06-03,ID,2933,46009,48942,83
2020-06-04,ID,2990,46815,49805,83
2020-06-05,ID,3054,50570,53624,83
2020-06-06,ID,3111,52128,55239,83
2020-06-07,ID,3139,52902,56041,83
2020-06-08,ID,3139,52902,56041,83
2020-06-09,ID,3189,54488,57677,83
2020-06-10,ID,3220,55832,59052,85
2020-06-11,ID,3260,56855,60115,85
2020-06-12,ID,3302,58130,61432,86
2020-06-13,ID,3353,59305,62658,87
2020-06-14,ID,3399,59581,62980,87
2020-06-15,ID,3399,59581,62980,87
2020-06-16,ID,3462,62185,65647,88
2020-06-17,ID,3540,63244,66784,88
2020-06-18,ID,3632,64380,68012,88
2020-06-19,ID,3743,65802,69545,89
2020-06-20,ID,3871,67325,71196,89
2020-06-21,ID,4006,68962,72968,89
2020-06-22,ID,4006,68962,72968,89
2020-06-23,ID,4254,71910,76164,89
2020-06-24,ID,4402,73433,77835,89
2020-06-25,ID,4645,75894,80539,90
2020-06-26,ID,4865,77505,82370,90
2020-06-27,ID,5148,78908,84056,90
2020-06-28,ID,5319,81026,86345,91
2020-06-29,ID,5319,81026,86345,91
2020-06-30,ID,5752,83551,89303,91
2020-07-01,ID,6117,84923,91040,92
2020-07-02,ID,6370,88751,95121,92
2020-07-03,ID,6593,92116,98709,92
2020-07-04,ID,6994,94073,101067,93
2020-07-05,ID,7370,96896,104266,93
2020-07-06,ID,7733,98732,106465,93
2020-07-07,ID,8052,100489,108541,94
2020-07-08,ID,8539,102792,111331,94
2020-07-09,ID,8969,105651,114620,98
2020-07-10,ID,9428,108650,118078,100
2020-07-11,ID,9928,112421,122349,101
2020-07-12,ID,10505,114756,125261,102
2020-07-13,ID,10902,116230,127132,102
2020-07-14,ID,11402,118882,130284,102
2020-07-15,ID,11718,122196,133914,103
2020-07-16,ID,12445,124418,136863,110
2020-07-17,ID,13133,127186,140319,114
2020-07-18,ID,13752,128753,142505,118
2020-07-19,ID,14302,131884,146186,119
2020-07-20,ID,14873,133015,147888,119
2020-07-21,ID,15266,135805,151071,122
2020-07-22,ID,15822,138149,153971,126
2020-07-23,ID,16322,140504,156826,135
2020-07-24,ID,16736,143457,160193,138
2020-07-25,ID,17264,146176,163440,144
2020-03-04,IL,4,124,128,0
2020-03-05,IL,5,165,170,0
2020-03-06,IL,5,180,185,0
2020-03-07,IL,6,191,197,0
2020-03-08,IL,6,191,197,0
2020-03-09,IL,7,191,198,0
2020-03-10,IL,19,244,263,0
2020-03-11,IL,19,244,263,0
2020-03-12,IL,25,266,291,0
2020-03-13,IL,32,294,326,0
2020-03-14,IL,46,316,362,0
2020-03-15,IL,64,449,513,0
2020-03-16,IL,93,932,1025,0
2020-03-17,IL,159,1340,1499,1
2020-03-18,IL,288,1763,2051,1
2020-03-19,IL,422,2725,3147,4
2020-03-20,IL,585,3696,4281,5
2020-03-21,IL,753,5488,6241,6
2020-03-22,IL,1049,7271,8320,9
2020-03-23,IL,1273,8583,9856,12
2020-03-24,IL,1535,9934,11469,16
2020-03-25,IL,1865,12344,14209,19
2020-03-26,IL,2538,14093,16631,26
2020-03-27,IL,3026,18516,21542,34
2020-03-28,IL,3491,22000,25491,47
2020-03-29,IL,4596,23166,27762,65
2020-03-30,IL,5057,25389,30446,73
2020-03-31,IL,5994,29231,35225,99
2020-04-01,IL,6980,33404,40384,141
2020-04-02,IL,7695,35961,43656,157
2020-04-03,IL,8904,39144,48048,210
2020-04-04,IL,10357,43224,53581,243
2020-04-05,IL,11256,47727,58983,274
2020-04-06,IL,12262,50680,62942,307
2020-04-07,IL,13549,55183,68732,380
2020-04-08,IL,15078,59988,75066,462
2020-04-09,IL,16422,64435,80857,528
2020-04-10,IL,17887,69640,87527,596
2020-04-11,IL,19180,72969,92149,677
2020-04-12,IL,20852,79883,100735,720
2020-04-13,IL,22025,83743,105768,794
2020-04-14,IL,23247,87369,110616,868
2020-04-15,IL,24593,92336,116929,948
2020-04-16,IL,25733,96856,122589,1072
2020-04-17,IL,27575,102588,130163,1134
2020-04-18,IL,29160,108244,137404,1259
2020-04-19,IL,30357,112961,143318,1290
2020-04-20,IL,31508,116850,148358,1349
2020-04-21,IL,33059,121938,154997,1468
2020-04-22,IL,35108,129238,164346,1565
2020-04-23,IL,36934,136382,173316,1688
2020-04-24,IL,39658,149974,189632,1795
2020-04-25,IL,41777,159840,201617,1874
2020-04-26,IL,43903,171049,214952,1933
2020-04-27,IL,45883,181745,227628,1983
2020-04-28,IL,48102,194087,242189,2125
2020-04-29,IL,50355,206312,256667,2215
2020-04-30,IL,52918,216949,269867,2355
2020-05-01,IL,56055,228633,284688,2457
2020-05-02,IL,58505,241391,299896,2559
2020-05-03,IL,61499,257814,319313,2618
2020-05-04,IL,63840,269307,333147,2662
2020-05-05,IL,65962,280324,346286,2838
2020-05-06,IL,68232,293028,361260,2974
2020-05-07,IL,70873,308170,379043,3111
2020-05-08,IL,73760,325954,399714,3241
2020-05-09,IL,76085,340246,416331,3349
2020-05-10,IL,77741,352243,429984,3406
2020-05-11,IL,79007,363418,442425,3459
2020-05-12,IL,83021,388670,471691,3601
2020-05-13,IL,84698,404661,489359,3792
2020-05-14,IL,87937,424100,512037,3928
2020-05-15,IL,90369,448233,538602,4058
2020-05-16,IL,92457,469192,561649,4129
2020-05-17,IL,94191,487753,581944,4177
2020-05-18,IL,96485,506756,603241,4234
2020-05-19,IL,98030,523654,621684,4379
2020-05-20,IL,100418,542295,642713,4525
2020-05-21,IL,102686,569334,672020,4607
2020-05-22,IL,105444,591689,697133,4715
2020-05-23,IL,107796,614451,722247,4790
2020-05-24,IL,110304,637617,747921,4856
2020-05-25,IL,112017,657547,769564,4884
2020-05-26,IL,113195,673599,786794,4923
2020-05-27,IL,114306,689667,803973,5083
2020-05-28,IL,115833,714133,829966,5186
2020-05-29,IL,117455,734307,851762,5270
2020-05-30,IL,118917,758188,877105,5330
2020-05-31,IL,120260,777999,898259,5390
2020-06-01,IL,121234,797039,918273,5412
2020-06-02,IL,122848,811856,934704,5525
2020-06-03,IL,123830,835345,959175,5621
2020-06-04,IL,124759,857257,982016,5736
2020-06-05,IL,125915,875004,1000919,5795
2020-06-06,IL,126890,895184,1022074,5864
2020-06-07,IL,127757,915017,1042774,5904
2020-06-08,IL,129139,930458,1059597,6102
2020-06-09,IL,129936,949970,1079906,6196
2020-06-10,IL,130561,970165,1100726,6273
2020-06-11,IL,131327,991724,1123051,6363
2020-06-12,IL,132059,1015903,1147962,6441
2020-06-13,IL,132732,1037074,1169806,6470
2020-06-14,IL,133404,1058442,1191846,6489
2020-06-15,IL,133877,1076596,1210473,6507
2020-06-16,IL,134500,1094702,1229202,6579
2020-06-17,IL,135046,1124143,1259189,6666
2020-06-18,IL,135639,1149054,1284693,6718
2020-06-19,IL,136470,1175533,1312003,6718
2020-06-20,IL,137104,1200864,1337968,6829
2020-06-21,IL,137762,1224022,1361784,6851
2020-06-22,IL,138224,1241779,1380003,6875
2020-06-23,IL,138825,1261685,1400510,6911
2020-06-24,IL,139540,1290301,1429841,6974
2020-06-25,IL,140434,1321093,1461527,7014
2020-06-26,IL,141344,1350661,1492005,7048
2020-06-27,IL,142130,1380112,1522242,7074
2020-06-28,IL,142776,1403255,1546031,7089
2020-06-29,IL,143514,1429435,1572949,7103
2020-06-30,IL,144238,1459780,1604018,7124
2020-07-01,IL,145066,1492042,1637108,7152
2020-07-02,IL,145935,1521435,1667370,7188
2020-07-03,IL,146872,1554885,1701757,7215
2020-07-04,IL,147734,1587859,1735593,7224
2020-07-05,IL,148373,1614455,1762828,7230
2020-07-06,IL,148987,1634975,1783962,7236
2020-07-07,IL,149574,1661382,1810956,7273
2020-07-08,IL,150554,1693144,1843698,7309
2020-07-09,IL,151572,1728306,1879878,7329
2020-07-10,IL,152899,1759976,1912875,7345
2020-07-11,IL,154094,1791126,1945220,7369
2020-07-12,IL,155048,1829066,1984114,7388
2020-07-13,IL,155931,1858195,2014126,7394
2020-07-14,IL,156638,1885934,2042572,7419
2020-07-15,IL,157825,1922908,2080733,7427
2020-07-16,IL,159082,1964657,2123739,7452
2020-07-17,IL,160509,2006965,2167474,7465
2020-07-18,IL,161785,2051788,2213573,7483
2020-07-19,IL,162750,2082936,2245686,7488
2020-07-20,IL,163923,2116361,2280284,7494
2020-07-21,IL,164878,2145151,2310029,7517
2020-07-22,IL,166476,2183186,2349662,7540
2020-07-23,IL,168100,2221268,2389368,7560
2020-07-24,IL,169699,2264066,2433765,7577
2020-07-25,IL,171125,2300840,2471965,7589
2020-03-06,IN,1,0,1,0
2020-03-07,IN,1,0,1,0
2020-03-08,IN,2,0,2,0
2020-03-09,IN,2,0,2,0
2020-03-10,IN,6,30,36,0
2020-03-11,IN,10,33,43,0
2020-03-12,IN,12,52,64,0
2020-03-13,IN,12,61,73,0
2020-03-14,IN,15,74,89,0
2020-03-15,IN,19,102,121,0
2020-03-16,IN,24,115,139,1
2020-03-17,IN,30,129,159,2
2020-03-18,IN,39,154,193,2
2020-03-19,IN,56,324,380,2
2020-03-20,IN,79,475,554,2
2020-03-21,IN,126,707,833,4
2020-03-22,IN,201,1293,1494,6
2020-03-23,IN,259,1701,1960,7
2020-03-24,IN,365,2566,2931,12
2020-03-25,IN,477,2879,3356,14
2020-03-26,IN,645,4006,4651,17
2020-03-27,IN,981,5955,6936,24
2020-03-28,IN,1232,7175,8407,31
2020-03-29,IN,1514,8316,9830,32
2020-03-30,IN,1786,9872,11658,35
2020-03-31,IN,2159,11214,13373,49
2020-04-01,IN,2565,11810,14375,65
2020-04-02,IN,3039,13246,16285,78
2020-04-03,IN,3437,14398,17835,102
2020-04-04,IN,3953,15847,19800,116
2020-04-05,IN,4411,18241,22652,127
2020-04-06,IN,4944,21247,26191,139
2020-04-07,IN,5507,23257,28764,173
2020-04-08,IN,5943,24926,30869,203
2020-04-09,IN,6351,25782,32133,245
2020-04-10,IN,6907,28133,35040,300
2020-04-11,IN,7435,31780,39215,330
2020-04-12,IN,7928,34561,42489,343
2020-04-13,IN,8236,36303,44539,350
2020-04-14,IN,8527,37490,46017,388
2020-04-15,IN,8955,39441,48396,436
2020-04-16,IN,9542,41573,51115,477
2020-04-17,IN,10154,44631,54785,519
2020-04-18,IN,10641,46232,56873,545
2020-04-19,IN,11210,49932,61142,562
2020-04-20,IN,11686,52953,64639,569
2020-04-21,IN,12097,55167,67264,630
2020-04-22,IN,12438,57032,69470,661
2020-04-23,IN,13039,59001,72040,706
2020-04-24,IN,13680,61873,75553,741
2020-04-25,IN,14395,65379,79774,785
2020-04-26,IN,15012,66696,81708,813
2020-04-27,IN,15961,68515,84476,844
2020-04-28,IN,16588,70593,87181,901
2020-04-29,IN,17182,74368,91550,1065
2020-04-30,IN,17835,77163,94998,1114
2020-05-01,IN,18630,81009,99639,1175
2020-05-02,IN,19295,84846,104141,1229
2020-05-03,IN,19933,88926,108859,1246
2020-05-04,IN,20507,92790,113297,1264
2020-05-05,IN,21033,94801,115834,1326
2020-05-06,IN,21870,98626,120496,1377
2020-05-07,IN,22503,102279,124782,1414
2020-05-08,IN,23146,106982,130128,1447
2020-05-09,IN,23732,111954,135686,1490
2020-05-10,IN,24126,115903,140029,1508
2020-05-11,IN,24627,122061,146688,1540
2020-05-12,IN,25127,125383,150510,1578
2020-05-13,IN,25473,128610,154083,1619
2020-05-14,IN,26053,134186,160239,1646
2020-05-15,IN,26655,138793,165448,1691
2020-05-16,IN,27280,144078,171358,1741
2020-05-17,IN,27778,149465,177243,1751
2020-05-18,IN,28255,155657,183912,1765
2020-05-19,IN,28705,160625,189330,1824
2020-05-20,IN,29274,166464,195738,1864
2020-05-21,IN,29936,173059,202995,1913
2020-05-22,IN,30409,178152,208561,1941
2020-05-23,IN,30901,184032,214933,1943
2020-05-24,IN,31376,189425,220801,1976
2020-05-25,IN,31715,194536,226251,1976
2020-05-26,IN,32078,198671,230749,2004
2020-05-27,IN,32437,202896,235333,2030
2020-05-28,IN,33068,209219,242287,2068
2020-05-29,IN,33558,215155,248713,2110
2020-05-30,IN,34211,222184,256395,2125
2020-05-31,IN,34574,226972,261546,2134
2020-06-01,IN,34830,231066,265896,2142
2020-06-02,IN,35237,236682,271919,2197
2020-06-03,IN,35712,242103,277815,2207
2020-06-04,IN,36096,249138,285234,2231
2020-06-05,IN,36578,255060,291638,2258
2020-06-06,IN,36997,260533,297530,2292
2020-06-07,IN,37397,266866,304263,2303
2020-06-08,IN,37623,271880,309503,2316
2020-06-09,IN,38033,277357,315390,2339
2020-06-10,IN,38337,281757,320094,2355
2020-06-11,IN,38748,288594,327342,2380
2020-06-12,IN,39146,296034,335180,2396
2020-06-13,IN,39543,301094,340637,2413
2020-06-14,IN,39909,308482,348391,2422
2020-06-15,IN,40430,315399,355829,2433
2020-06-16,IN,40786,322959,363745,2447
2020-06-17,IN,41013,330169,371182,2475
2020-06-18,IN,41438,343284,384722,2491
2020-06-19,IN,41746,351141,392887,2516
2020-06-20,IN,42061,359741,401802,2536
2020-06-21,IN,42423,369497,411920,2540
2020-06-22,IN,42633,376283,418916,2553
2020-06-23,IN,42871,383505,426376,2569
2020-06-24,IN,43140,388743,431883,2578
2020-06-25,IN,43655,400597,444252,2586
2020-06-26,IN,44140,409750,453890,2595
2020-06-27,IN,44575,418442,463017,2616
2020-06-28,IN,44930,425605,470535,2619
2020-06-29,IN,45228,431291,476519,2624
2020-06-30,IN,45594,438602,484196,2640
2020-07-01,IN,45952,443764,489716,2650
2020-07-02,IN,46387,450448,496835,2662
2020-07-03,IN,46915,457238,504153,2681
2020-07-04,IN,47432,464856,512288,2687
2020-07-05,IN,48008,473714,521722,2693
2020-07-06,IN,48331,478261,526592,2698
2020-07-07,IN,48626,481449,530075,2717
2020-07-08,IN,49063,486794,535857,2732
2020-07-09,IN,49575,492717,542292,2739
2020-07-10,IN,50300,500262,550562,2748
2020-07-11,IN,51079,507067,558146,2756
2020-07-12,IN,51612,513035,564647,2760
2020-07-13,IN,52037,518372,570409,2762
2020-07-14,IN,52685,525724,578409,2775
2020-07-15,IN,53370,533219,586589,2785
2020-07-16,IN,54080,541478,595558,2795
2020-07-17,IN,54813,549822,604635,2803
2020-07-18,IN,55654,558801,614455,2820
2020-07-19,IN,56571,570309,626880,2822
2020-07-20,IN,57206,578454,635660,2825
2020-07-21,IN,57916,586889,644805,2846
2020-07-22,IN,58673,595740,654413,2863
2020-07-23,IN,59602,606681,666283,2880
2020-07-24,IN,60598,618151,678749,2884
2020-07-25,IN,61520,628754,690274,2895
2020-03-06,KS,0,4,4,0
2020-03-07,KS,0,11,11,0
2020-03-08,KS,1,11,12,0
2020-03-09,KS,1,11,12,0
2020-03-10,KS,1,17,18,0
2020-03-11,KS,1,41,42,0
2020-03-12,KS,4,41,45,0
2020-03-13,KS,6,93,99,0
2020-03-14,KS,6,93,99,1
2020-03-15,KS,8,135,143,1
2020-03-16,KS,11,166,177,1
2020-03-17,KS,15,382,397,1
2020-03-18,KS,16,417,433,1
2020-03-19,KS,34,417,451,1
2020-03-20,KS,44,417,461,1
2020-03-21,KS,55,417,472,2
2020-03-22,KS,64,417,481,2
2020-03-23,KS,82,417,499,2
2020-03-24,KS,98,2086,2184,2
2020-03-25,KS,126,2360,2486,3
2020-03-26,KS,168,2869,3037,3
2020-03-27,KS,202,3229,3431,4
2020-03-28,KS,261,3671,3932,5
2020-03-29,KS,319,4194,4513,6
2020-03-30,KS,368,4554,4922,8
2020-03-31,KS,428,4996,5424,9
2020-04-01,KS,482,5411,5893,10
2020-04-02,KS,552,6059,6611,13
2020-04-03,KS,620,6454,7074,17
2020-04-04,KS,698,6880,7578,21
2020-04-05,KS,747,7476,8223,22
2020-04-06,KS,845,8239,9084,25
2020-04-07,KS,900,8614,9514,27
2020-04-08,KS,1046,9137,10183,38
2020-04-09,KS,1106,9669,10775,42
2020-04-10,KS,1166,10248,11414,50
2020-04-11,KS,1268,11075,12343,55
2020-04-12,KS,1337,11916,13253,56
2020-04-13,KS,1376,12488,13864,62
2020-04-14,KS,1426,12721,14147,69
2020-04-15,KS,1494,13174,14668,76
2020-04-16,KS,1588,14534,16122,80
2020-04-17,KS,1705,15196,16901,84
2020-04-18,KS,1790,15886,17676,86
2020-04-19,KS,1849,16281,18130,92
2020-04-20,KS,1986,16775,18761,100
2020-04-21,KS,2025,17076,19101,107
2020-04-22,KS,2211,17992,20203,110
2020-04-23,KS,2482,18836,21318,112
2020-04-24,KS,2777,20811,23588,111
2020-04-25,KS,3056,22143,25199,117
2020-04-26,KS,3174,23053,26227,118
2020-04-27,KS,3328,23839,27167,120
2020-04-28,KS,3491,24599,28090,124
2020-04-29,KS,3738,25720,29458,125
2020-04-30,KS,4238,27388,31626,129
2020-05-01,KS,4449,28585,33034,130
2020-05-02,KS,4746,30196,34942,131
2020-05-03,KS,5030,31748,36778,134
2020-05-04,KS,5245,33358,38603,136
2020-05-05,KS,5458,34634,40092,137
2020-05-06,KS,5734,36380,42114,144
2020-05-07,KS,6144,38678,44822,147
2020-05-08,KS,6501,41207,47708,152
2020-05-09,KS,6751,43182,49933,157
2020-05-10,KS,6948,45557,52505,157
2020-05-11,KS,7116,46993,54109,158
2020-05-12,KS,7116,46993,54109,158
2020-05-13,KS,7468,50160,57628,164
2020-05-14,KS,7468,50160,57628,164
2020-05-15,KS,7886,53706,61592,172
2020-05-16,KS,7886,53706,61592,172
2020-05-17,KS,7886,53706,61592,172
2020-05-18,KS,8340,58650,66990,173
2020-05-19,KS,8340,58650,66990,173
2020-05-20,KS,8539,62664,71203,178
2020-05-21,KS,8539,62664,71203,178
2020-05-22,KS,8958,67476,76434,185
2020-05-23,KS,8958,67476,76434,185
2020-05-24,KS,8958,67476,76434,185
2020-05-25,KS,9218,72181,81399,188
2020-05-26,KS,9218,72181,81399,188
2020-05-27,KS,9337,75151,84488,205
2020-05-28,KS,9337,75151,84488,205
2020-05-29,KS,9719,85230,94949,208
2020-05-30,KS,9719,85230,94949,208
2020-05-31,KS,9719,85230,94949,208
2020-06-01,KS,10011,85230,95241,217
2020-06-02,KS,10011,93301,103312,217
2020-06-03,KS,10170,97883,108053,222
2020-06-04,KS,10170,97883,108053,222
2020-06-05,KS,10393,103260,113653,232
2020-06-06,KS,10393,103260,113653,232
2020-06-07,KS,10393,103260,113653,232
2020-06-08,KS,10650,108859,119509,236
2020-06-09,KS,10650,108859,119509,236
2020-06-10,KS,10812,112930,123742,240
2020-06-11,KS,10812,112930,123742,240
2020-06-12,KS,11047,118105,129152,243
2020-06-13,KS,11047,118105,129152,243
2020-06-14,KS,11047,118105,129152,243
2020-06-15,KS,11419,125543,136962,245
2020-06-16,KS,11419,125543,136962,245
2020-06-17,KS,11681,130443,142124,247
2020-06-18,KS,11681,130443,142124,247
2020-06-19,KS,12059,135590,147649,254
2020-06-20,KS,12059,135590,147649,254
2020-06-21,KS,12059,135590,147649,254
2020-06-22,KS,12465,142548,155013,259
2020-06-23,KS,12465,142548,155013,259
2020-06-24,KS,12970,148735,161705,261
2020-06-25,KS,12970,148735,161705,261
2020-06-26,KS,13538,154321,167859,264
2020-06-27,KS,13538,154321,167859,264
2020-06-28,KS,13538,154321,167859,264
2020-06-29,KS,14443,162282,176725,270
2020-06-30,KS,14443,162282,176725,270
2020-07-01,KS,14990,168183,183173,272
2020-07-02,KS,14990,168183,183173,272
2020-07-03,KS,15919,175642,191561,277
2020-07-04,KS,15919,175642,191561,277
2020-07-05,KS,15919,175642,191561,277
2020-07-06,KS,16901,185318,202219,280
2020-07-07,KS,16901,185318,202219,280
2020-07-08,KS,17618,190864,208482,282
2020-07-09,KS,17618,190864,208482,282
2020-07-10,KS,18611,199168,217779,284
2020-07-11,KS,18611,199168,217779,284
2020-07-12,KS,18611,199168,217779,284
2020-07-13,KS,20058,211117,231175,288
2020-07-14,KS,20058,211117,231175,288
2020-07-15,KS,20933,218441,239374,299
2020-07-16,KS,20933,218441,239374,299
2020-07-17,KS,21965,227388,249353,299
2020-07-18,KS,21965,227388,249353,299
2020-07-19,KS,21965,227388,249353,299
2020-07-20,KS,23334,238197,261531,307
2020-07-21,KS,23334,238197,261531,307
2020-07-22,KS,24104,244582,268686,308
2020-07-23,KS,24104,244582,268686,308
2020-07-24,KS,25109,252858,277967,326
2020-07-25,KS,25109,252858,277967,326
2020-03-06,KY,0,7,7,0
2020-03-07,KY,1,9,10,0
2020-03-08,KY,1,13,14,0
2020-03-09,KY,4,17,21,0
2020-03-10,KY,6,28,34,0
2020-03-11,KY,8,46,54,0
2020-03-12,KY,8,56,64,0
2020-03-13,KY,11,107,118,0
2020-03-14,KY,14,139,153,1
2020-03-15,KY,16,139,155,1
2020-03-16,KY,21,234,255,1
2020-03-17,KY,22,295,317,1
2020-03-18,KY,26,354,380,1
2020-03-19,KY,35,454,489,1
2020-03-20,KY,47,592,639,1
2020-03-21,KY,54,714,768,2
2020-03-22,KY,99,1472,1571,3
2020-03-23,KY,104,1762,1866,3
2020-03-24,KY,124,1762,1886,4
2020-03-25,KY,157,2865,3022,4
2020-03-26,KY,198,3102,3300,4
2020-03-27,KY,248,3768,4016,6
2020-03-28,KY,302,4821,5123,8
2020-03-29,KY,394,5147,5541,9
2020-03-30,KY,439,5579,6018,9
2020-03-31,KY,480,6330,6810,11
2020-04-01,KY,591,6965,7556,17
2020-04-02,KY,680,7220,7900,20
2020-04-03,KY,770,12034,12804,31
2020-04-04,KY,831,14741,15572,37
2020-04-05,KY,917,15746,16663,40
2020-04-06,KY,955,17812,18767,45
2020-04-07,KY,1008,18947,19955,59
2020-04-08,KY,1149,20455,21604,65
2020-04-09,KY,1346,20455,21801,73
2020-04-10,KY,1693,22595,24288,90
2020-04-11,KY,1693,22595,24288,90
2020-04-12,KY,1840,22727,24567,94
2020-04-13,KY,1963,23903,25866,97
2020-04-14,KY,2048,24635,26683,104
2020-04-15,KY,2210,25487,27697,115
2020-04-16,KY,2291,26033,28324,122
2020-04-17,KY,2429,27318,29747,129
2020-04-18,KY,2522,28074,30596,137
2020-04-19,KY,2707,29518,32225,144
2020-04-20,KY,2960,29612,32572,148
2020-04-21,KY,3050,29770,32820,154
2020-04-22,KY,3192,30136,33328,171
2020-04-23,KY,3373,32702,36075,185
2020-04-24,KY,3481,39363,42844,191
2020-04-25,KY,3779,41183,44962,200
2020-04-26,KY,3905,42653,46558,205
2020-04-27,KY,4074,44400,48474,208
2020-04-28,KY,4146,44653,48799,213
2020-04-29,KY,4375,48036,52411,225
2020-04-30,KY,4539,49562,54101,235
2020-05-01,KY,4708,51904,56612,240
2020-05-02,KY,4879,52770,57649,248
2020-05-03,KY,4879,52770,57649,248
2020-05-04,KY,5130,53279,58409,253
2020-05-05,KY,5245,54802,60047,261
2020-05-06,KY,5822,55192,61014,275
2020-05-07,KY,5934,72672,78606,283
2020-05-08,KY,6129,75272,81401,294
2020-05-09,KY,6288,80159,86447,298
2020-05-10,KY,6440,80483,86923,304
2020-05-11,KY,6440,80483,86923,304
2020-05-12,KY,6677,97347,104024,311
2020-05-13,KY,6853,103781,110634,321
2020-05-14,KY,7080,110315,117395,326
2020-05-15,KY,7225,114053,121278,328
2020-05-16,KY,7444,120290,127734,332
2020-05-17,KY,7688,121997,129685,334
2020-05-18,KY,7688,121997,129685,334
2020-05-19,KY,8069,145917,153986,366
2020-05-20,KY,8069,145917,153986,366
2020-05-21,KY,8167,150505,158672,376
2020-05-22,KY,8286,157954,166240,386
2020-05-23,KY,8426,163033,171459,391
2020-05-24,KY,8571,161285,169856,391
2020-05-25,KY,8571,161285,169856,391
2020-05-26,KY,8571,161285,169856,391
2020-05-27,KY,9077,173024,182101,400
2020-05-28,KY,9077,173024,182101,400
2020-05-29,KY,9184,212090,221274,409
2020-05-30,KY,9464,198731,208195,418
2020-05-31,KY,9704,204049,213753,431
2020-06-01,KY,10046,206000,216046,439
2020-06-02,KY,10185,217086,227271,442
2020-06-03,KY,10410,221789,232199,450
2020-06-04,KY,10705,225220,235925,458
2020-06-05,KY,10977,231440,242417,466
2020-06-06,KY,11287,237775,249062,470
2020-06-07,KY,11287,237775,249062,470
2020-06-08,KY,11476,241381,252857,472
2020-06-09,KY,11708,248230,259938,477
2020-06-10,KY,11883,262531,274414,484
2020-06-11,KY,11945,269149,281094,493
2020-06-12,KY,11945,269149,281094,493
2020-06-13,KY,12445,282140,294585,499
2020-06-14,KY,12445,282140,294585,499
2020-06-15,KY,12647,283204,295851,505
2020-06-16,KY,12829,283204,296033,512
2020-06-17,KY,12995,286874,299869,518
2020-06-18,KY,13197,293183,306380,520
2020-06-19,KY,13454,297773,311227,522
2020-06-20,KY,13630,303531,317161,524
2020-06-21,KY,13750,303531,317281,526
2020-06-22,KY,13839,308193,322032,526
2020-06-23,KY,14141,317153,331294,537
2020-06-24,KY,14363,321339,335702,538
2020-06-25,KY,14617,328265,342882,546
2020-06-26,KY,14859,335895,350754,553
2020-06-27,KY,14859,335895,350754,553
2020-06-28,KY,15232,343259,358491,558
2020-06-29,KY,15347,346094,361441,560
2020-06-30,KY,15624,355310,370934,565
2020-07-01,KY,15842,361248,377090,572
2020-07-02,KY,16079,369715,385794,581
2020-07-03,KY,16376,379271,395647,585
2020-07-04,KY,16376,379271,395647,585
2020-07-05,KY,16376,379271,395647,585
2020-07-06,KY,17152,383190,400342,593
2020-07-07,KY,17519,392353,409872,602
2020-07-08,KY,17919,398002,415921,608
2020-07-09,KY,18245,405768,424013,612
2020-07-10,KY,18670,414020,432690,620
2020-07-11,KY,19121,418781,437902,622
2020-07-12,KY,19389,418781,438170,625
2020-07-13,KY,19653,422232,441885,629
2020-07-14,KY,20223,435333,455556,635
2020-07-15,KY,20677,438510,459187,645
2020-07-16,KY,21083,446921,468004,650
2020-07-17,KY,21605,461457,483062,658
2020-07-18,KY,22184,468017,490201,667
2020-07-19,KY,23161,469563,492724,670
2020-07-20,KY,23414,470740,494154,671
2020-07-21,KY,24060,484633,508693,674
2020-07-22,KY,24540,494535,519075,677
